,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
374,34,Cape Girardeau,927000.0,0.927,2.641,0.03,6.079
375,34,Evansville,1062000.0,1.062,3.688,0.0,5.488
376,34,Greenville,828000.0,0.828,1.804,0.019,7.09
377,34,Jonesboro,1629000.0,1.629,1.065,2.761,4.164
378,34,Little Rock,3132000.0,3.132,3.164,0.002,5.628
379,34,Owensboro,819000.0,0.819,3.5,0.019,4.828
380,34,Paducah,1053000.0,1.053,2.721,0.051,5.684
381,34,Princeton,477000.0,0.477,3.786,0.029,5.188
382,34,Robinson,540000.0,0.54,2.727,0.009,6.476
383,34,St. Louis,5346000.0,5.346,2.628,0.963,3.027
384,34,Wood River,666000.0,0.666,3.7,0.0,5.837
385,35,Cape Girardeau,927000.0,0.927,2.641,0.022,5.916
386,35,Evansville,963000.0,0.963,3.344,0.0,5.551
387,35,Greenville,882000.0,0.882,1.922,0.033,6.909
388,35,Jonesboro,1584000.0,1.584,1.093,2.755,4.007
389,35,Little Rock,3069000.0,3.069,3.1,0.0,5.639
390,35,Owensboro,864000.0,0.864,3.692,0.016,5.143
391,35,Paducah,1044000.0,1.044,2.698,0.051,6.083
392,35,Princeton,441000.0,0.441,3.5,0.038,5.036
393,35,Robinson,486000.0,0.486,2.455,0.009,5.847
394,35,St. Louis,5508000.0,5.508,2.708,0.973,3.084
395,35,Wood River,639000.0,0.639,3.55,0.0,5.468
396,36,Cape Girardeau,990000.0,0.99,2.821,0.033,6.234
397,36,Evansville,1035000.0,1.035,3.594,0.0,5.505
398,36,Greenville,927000.0,0.927,2.02,0.02,7.166
399,36,Jonesboro,1602000.0,1.602,1.072,3.081,3.946
400,36,Little Rock,3159000.0,3.159,3.191,0.0,5.603
401,36,Owensboro,855000.0,0.855,3.654,0.008,5.044
402,36,Paducah,1017000.0,1.017,2.628,0.026,5.922
403,36,Princeton,459000.0,0.459,3.643,0.038,4.846
404,36,Robinson,522000.0,0.522,2.636,0.004,6.116
405,36,St. Louis,5427000.0,5.427,2.668,0.977,3.095
406,36,Wood River,666000.0,0.666,3.7,0.0,4.988
407,37,Cape Girardeau,963000.0,0.963,2.744,0.032,6.454
408,37,Evansville,999000.0,0.999,3.469,0.0,5.249
409,37,Greenville,864000.0,0.864,1.882,0.023,7.312
410,37,Jonesboro,1611000.0,1.611,1.072,2.924,4.147
411,37,Little Rock,3105000.0,3.105,3.136,0.0,5.641
412,37,Owensboro,882000.0,0.882,3.769,0.009,5.431
413,37,Paducah,990000.0,0.99,2.558,0.051,5.97
414,37,Princeton,441000.0,0.441,3.5,0.051,5.393
415,37,Robinson,540000.0,0.54,2.727,0.011,6.242
416,37,St. Louis,5391000.0,5.391,2.65,0.991,3.043
417,37,Wood River,666000.0,0.666,3.7,0.0,5.776
418,38,Cape Girardeau,918000.0,0.918,2.615,0.021,6.116
419,38,Evansville,1044000.0,1.044,3.625,0.0,5.323
420,38,Greenville,891000.0,0.891,1.941,0.023,6.652
421,38,Jonesboro,1593000.0,1.593,1.086,3.01,4.029
422,38,Little Rock,3150000.0,3.15,3.182,0.001,5.649
423,38,Owensboro,909000.0,0.909,3.885,0.025,5.081
424,38,Paducah,1035000.0,1.035,2.674,0.046,5.896
425,38,Princeton,441000.0,0.441,3.5,0.056,5.137
426,38,Robinson,513000.0,0.513,2.591,0.024,5.951
427,38,St. Louis,5481000.0,5.481,2.695,0.972,3.064
428,38,Wood River,711000.0,0.711,3.95,0.0,5.403
429,39,Cape Girardeau,909000.0,0.909,2.59,0.034,6.158
430,39,Evansville,999000.0,0.999,3.469,0.0,5.095
431,39,Greenville,927000.0,0.927,2.02,0.03,6.838
432,39,Jonesboro,1620000.0,1.62,1.053,2.674,3.947
433,39,Little Rock,3123000.0,3.123,3.155,0.0,5.776
434,39,Owensboro,819000.0,0.819,3.5,0.019,5.04
435,39,Paducah,1098000.0,1.098,2.837,0.025,6.393
436,39,Princeton,432000.0,0.432,3.429,0.066,4.863
437,39,Robinson,540000.0,0.54,2.727,0.011,6.071
438,39,St. Louis,5400000.0,5.4,2.655,0.977,2.992
439,39,Wood River,657000.0,0.657,3.65,0.0,5.441
