,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
405,36,St. Louis,3384000.0,3.384,1.701,2.085,1.292
406,36,Wood River,603000.0,0.603,3.35,0.0,3.852
407,37,Cape Girardeau,990000.0,0.99,2.821,0.14,4.185
408,37,Evansville,954000.0,0.954,3.313,0.0,3.397
409,37,Greenville,792000.0,0.792,1.725,0.49,4.495
410,37,Jonesboro,1008000.0,1.008,1.028,4.175,2.741
411,37,Little Rock,3051000.0,3.051,3.082,0.002,3.66
412,37,Owensboro,846000.0,0.846,3.615,0.032,3.258
413,37,Paducah,702000.0,0.702,1.814,1.04,2.787
414,37,Princeton,351000.0,0.351,2.786,0.291,2.466
415,37,Robinson,549000.0,0.549,2.773,0.008,4.477
416,37,St. Louis,3402000.0,3.402,1.742,2.035,1.3
417,37,Wood River,675000.0,0.675,3.75,0.0,3.808
418,38,Cape Girardeau,945000.0,0.945,2.692,0.143,3.901
419,38,Evansville,936000.0,0.936,3.25,0.0,3.435
420,38,Greenville,774000.0,0.774,1.686,0.409,4.608
421,38,Jonesboro,1017000.0,1.017,1.027,4.078,2.709
422,38,Little Rock,3141000.0,3.141,3.173,0.002,3.861
423,38,Owensboro,846000.0,0.846,3.615,0.021,3.235
424,38,Paducah,675000.0,0.675,1.744,1.287,2.454
425,38,Princeton,324000.0,0.324,2.571,0.313,2.757
426,38,Robinson,504000.0,0.504,2.545,0.011,3.955
427,38,St. Louis,3402000.0,3.402,1.695,2.105,1.301
428,38,Wood River,693000.0,0.693,3.85,0.0,4.079
429,39,Cape Girardeau,954000.0,0.954,2.718,0.216,4.016
430,39,Evansville,972000.0,0.972,3.375,0.0,3.221
431,39,Greenville,819000.0,0.819,1.784,0.445,4.617
432,39,Jonesboro,1026000.0,1.026,1.027,4.18,2.681
433,39,Little Rock,3132000.0,3.132,3.164,0.004,3.709
434,39,Owensboro,783000.0,0.783,3.346,0.018,3.386
435,39,Paducah,648000.0,0.648,1.674,1.235,2.421
436,39,Princeton,324000.0,0.324,2.571,0.287,2.468
437,39,Robinson,540000.0,0.54,2.727,0.012,4.772
438,39,St. Louis,3501000.0,3.501,1.768,1.99,1.35
439,39,Wood River,657000.0,0.657,3.65,0.0,4.013
